season;team_api_id;player_id;overall_rating;potential;finishing;heading_accuracy;short_passing;dribbling;sprint_speed;balance;shot_power;jumping;stamina;strength;positioning;penalties;sliding_tackle
2008/2009;8635;38378;69.5;76.0;59.5;35.0;62.0;72.0;86.0;53.0;59.5;70.0;78.0;55.5;48.5;52.5;47.0
2008/2009;8635;38393;74.0;80.0;53.0;60.0;78.0;78.0;65.0;71.0;67.0;58.0;76.0;67.0;78.0;75.0;72.0
2008/2009;8635;37069;69.0;74.0;71.0;72.0;68.0;62.0;71.0;73.0;68.0;67.0;70.0;78.0;66.0;64.0;31.0
2008/2009;9987;38785;66.0;68.0;32.0;68.0;48.0;40.0;63.0;73.0;67.0;65.0;65.0;78.0;66.0;53.0;65.0
2008/2009;9998;68064;50.0;54.0;58.0;61.0;42.0;46.0;43.0;0.0;55.0;0.0;56.0;57.0;45.0;48.0;0.0
2008/2009;9986;95597;70.0;74.0;11.0;12.0;26.0;9.0;58.0;56.0;27.0;72.0;47.0;75.0;15.0;9.0;11.0
2008/2009;9986;38920;67.0;70.0;67.5;74.0;64.0;63.5;69.0;67.0;68.0;65.0;71.5;73.0;66.0;62.5;34.0
2008/2009;9986;37571;61.0;67.0;45.0;58.0;54.0;55.0;64.0;59.0;62.0;62.0;59.0;59.0;65.0;56.0;64.0
2008/2009;9986;94462;64.0;70.5;21.0;78.0;27.0;36.0;64.0;72.0;22.0;67.0;68.0;69.0;52.0;52.0;60.0
2008/2009;9986;131404;60.5;65.5;28.0;61.0;51.5;41.0;57.0;70.0;45.5;62.0;66.0;72.0;57.5;59.0;62.0
2008/2009;9986;38435;68.0;75.0;61.5;57.0;73.0;71.5;66.0;42.0;65.0;62.0;71.0;58.5;63.0;64.0;37.0
2008/2009;9986;131409;59.0;65.0;21.0;46.0;35.0;21.0;69.0;78.0;24.0;73.0;64.0;65.0;49.0;47.0;70.0
2008/2009;9986;164732;;;;;;;;;;;;;;;
2008/2009;9986;38246;66.0;69.0;62.0;51.0;67.0;73.0;64.0;57.0;70.0;62.0;53.0;65.0;52.0;83.0;35.0
2008/2009;9986;38419;58.5;67.5;59.0;56.5;42.0;58.5;71.0;68.0;59.5;67.0;59.5;67.5;37.0;39.5;23.0
2008/2009;9984;37051;62.0;64.5;56.0;61.0;63.0;53.0;68.0;53.0;60.0;59.0;73.0;58.0;60.0;53.0;64.0
2008/2009;9984;38357;69.0;71.0;68.0;58.0;73.0;74.0;62.0;56.0;70.0;60.0;66.0;53.0;76.0;67.0;37.0
2008/2009;9984;78462;65.0;67.0;64.0;58.0;64.0;65.0;80.0;65.0;60.0;67.0;83.0;56.0;56.0;57.0;43.0
2008/2009;9991;38255;63.0;67.0;53.0;65.0;62.0;53.0;67.0;67.0;62.0;69.0;70.0;65.0;56.0;55.0;67.0
2008/2009;9999;94288;52.5;63.0;26.0;51.5;54.0;37.5;55.5;55.0;51.5;62.0;56.0;51.0;46.0;48.0;62.0
2008/2009;9999;26669;66.0;70.0;60.0;46.0;70.0;67.0;58.0;0.0;62.0;0.0;72.0;58.0;67.0;71.0;0.0
2008/2009;9999;37945;63.0;66.0;68.0;54.0;60.0;66.0;75.0;0.0;58.0;0.0;62.0;45.0;62.0;60.0;0.0
2008/2009;8571;6803;58.0;63.0;46.0;65.0;63.0;48.0;63.0;0.0;54.0;0.0;70.0;58.0;63.0;43.0;0.0
2008/2009;8571;131486;61.0;63.0;63.0;54.0;51.0;61.0;66.0;0.0;69.0;0.0;56.0;65.0;50.0;52.0;0.0
2008/2009;10001;47410;58.0;71.0;46.0;37.0;61.0;67.0;67.0;56.0;54.0;63.0;56.0;47.0;37.0;36.0;23.0
2008/2009;10001;39848;63.5;67.0;61.0;74.0;67.0;53.0;65.0;73.0;68.5;67.0;74.5;76.0;73.0;66.0;54.0
2008/2009;10001;50160;62.0;65.0;62.0;74.0;51.0;48.0;74.0;67.0;67.0;69.0;63.0;73.0;58.0;59.0;11.0
2008/2009;8342;27364;71.5;80.0;45.0;65.5;75.0;53.0;68.0;74.0;64.0;60.0;77.0;66.0;72.0;71.0;70.0
2008/2009;9985;37262;75.0;78.0;76.5;64.5;63.0;83.5;83.5;77.0;74.0;71.0;78.0;72.5;66.0;79.0;39.0
2008/2009;10000;37887;64.0;68.0;38.0;63.0;66.0;54.0;67.0;64.0;43.0;67.0;72.0;64.0;63.0;48.0;61.0
2008/2009;10000;75500;56.0;71.0;51.0;52.0;31.0;50.0;72.0;64.0;57.0;70.0;59.0;64.0;36.0;39.0;28.0
2008/2009;9994;38945;68.0;66.0;41.0;57.0;74.0;67.0;33.0;74.0;76.0;55.0;60.0;78.0;71.0;69.0;39.0
2008/2009;9994;69629;59.0;88.0;61.0;43.0;56.0;66.0;65.0;59.0;60.0;52.0;68.0;58.0;63.0;50.0;36.0
2008/2009;7947;67896;61.0;66.0;32.0;60.0;59.0;41.0;67.0;62.0;55.0;65.0;65.0;63.0;61.0;52.0;64.0
2008/2009;8203;38801;65.0;66.0;64.0;70.0;71.0;55.0;61.0;72.0;66.0;65.0;75.0;68.0;74.0;71.0;62.0
2008/2009;8203;26502;58.0;66.0;56.0;77.0;47.0;52.0;60.0;78.0;63.0;62.0;77.0;67.0;62.0;46.0;32.0
2008/2009;9996;12381;59.0;68.0;21.0;21.0;21.0;21.0;50.0;0.0;21.0;0.0;49.0;85.0;27.0;27.0;0.0
2008/2009;9996;26916;61.0;67.0;48.0;70.0;61.0;64.0;67.0;78.0;69.0;73.0;78.0;67.0;58.0;52.0;66.0
2008/2009;4049;38410;58.0;61.0;48.0;60.0;63.0;46.0;61.0;0.0;64.0;0.0;66.0;76.0;63.0;61.0;0.0
2008/2009;9993;34334;66.5;73.0;70.0;64.5;60.0;63.5;73.5;68.0;68.0;76.0;69.5;68.0;66.0;61.0;23.0
2008/2009;8635;33620;72.0;74.0;56.0;79.0;63.0;62.0;67.0;85.0;77.0;72.0;91.0;89.0;65.0;78.0;72.0
2008/2009;9998;31810;60.0;73.0;54.0;54.0;66.0;47.0;63.0;0.0;58.0;0.0;71.0;62.0;62.0;58.0;0.0
2008/2009;9998;40008;60.5;63.0;58.0;66.0;63.0;68.0;57.0;0.0;62.0;0.0;60.0;60.0;61.0;59.0;0.0
2008/2009;9986;38423;68.0;69.0;50.0;60.0;74.0;74.0;70.0;0.0;64.0;0.0;71.0;64.0;70.0;47.0;0.0
2008/2009;9984;12692;64.0;70.0;61.0;65.0;62.0;63.5;67.0;70.0;70.5;63.0;60.0;77.0;51.0;47.0;35.0
2008/2009;9991;104382;63.0;72.0;39.0;53.0;58.0;66.0;76.0;68.0;63.0;69.0;72.0;63.0;56.0;58.0;66.0
2008/2009;9993;42812;63.0;73.0;46.5;69.5;62.0;48.5;54.0;0.0;70.0;0.0;64.5;72.5;73.0;78.0;0.0
2008/2009;9993;41021;63.5;68.0;67.0;53.0;54.0;62.0;70.0;0.0;66.0;0.0;61.5;60.5;46.0;61.0;0.0
2008/2009;9993;38792;67.5;72.0;82.0;64.0;54.5;65.0;62.0;48.0;62.0;63.0;56.0;42.0;76.0;78.0;25.0
2008/2009;9987;38789;69.0;70.0;61.0;64.0;64.0;66.0;70.0;67.0;68.0;61.0;75.0;62.0;64.0;74.0;70.0
2008/2009;9987;20445;63.0;68.0;58.0;74.0;63.0;56.0;58.0;51.0;65.0;58.0;71.0;75.0;68.0;65.0;57.0
2008/2009;9987;38794;61.0;68.0;61.0;61.0;50.5;58.5;66.5;72.0;65.5;67.0;58.5;71.5;50.0;51.5;14.0
2008/2009;10000;37100;61.0;66.0;21.0;55.0;55.0;46.0;68.0;66.0;41.0;69.0;66.0;54.0;56.0;55.0;71.0
2008/2009;8203;39573;70.0;72.0;21.0;21.0;32.0;21.0;55.0;67.0;62.0;68.0;47.0;74.0;18.0;65.0;13.0
2008/2009;8203;38791;62.0;63.0;27.0;39.0;63.0;48.0;67.0;77.0;57.0;63.0;73.0;42.0;48.0;47.0;63.0
2008/2009;8203;17276;65.0;67.0;66.0;51.0;56.0;67.0;78.0;73.0;65.0;80.0;72.0;62.0;53.0;56.0;26.0
2008/2009;9996;148308;49.0;67.0;22.0;22.0;23.0;22.0;52.0;0.0;56.0;0.0;58.0;61.0;34.0;28.0;0.0
2008/2009;4049;148297;51.0;57.0;8.0;16.0;13.0;16.0;38.0;55.0;26.0;58.0;46.0;65.0;17.0;14.0;12.0
2008/2009;4049;39157;54.0;58.0;52.0;48.0;48.0;54.0;62.0;0.0;60.0;0.0;57.0;65.0;33.0;34.0;0.0
2008/2009;9985;38797;63.0;71.0;21.0;21.0;21.0;21.0;66.0;67.0;31.0;73.0;61.0;63.0;52.0;58.0;12.0
2008/2009;9985;148335;54.0;69.0;49.0;46.0;50.0;65.0;57.0;50.0;41.0;42.0;57.0;37.0;42.0;61.0;38.0
2008/2009;9986;104389;65.0;77.0;62.0;47.0;66.0;75.0;74.0;64.0;72.0;68.0;65.0;65.0;51.0;66.0;32.0
2008/2009;9984;37038;62.0;63.0;21.0;62.0;56.0;36.0;62.0;73.0;62.0;58.0;60.0;75.0;53.0;61.0;62.0
2008/2009;9991;37854;61.0;68.0;23.0;23.0;23.0;23.0;65.0;58.0;45.0;63.0;67.0;71.0;11.0;62.0;42.0
2008/2009;9991;39875;67.0;70.5;68.0;68.0;65.0;64.0;65.0;65.0;75.5;62.0;72.0;69.0;71.0;64.0;47.0
2008/2009;9999;32637;66.0;76.0;74.0;39.0;57.0;76.0;84.0;0.0;68.0;0.0;61.0;53.0;49.0;47.0;0.0
2008/2009;8571;149279;56.5;59.0;31.5;56.5;57.5;43.5;58.5;65.0;57.5;60.0;66.5;71.5;61.5;59.5;63.0
2008/2009;8571;148327;64.0;70.0;64.0;42.0;55.0;65.0;77.0;0.0;57.0;0.0;67.0;52.0;54.0;60.0;0.0
2008/2009;8571;37900;60.0;65.0;23.0;34.0;35.0;21.0;57.5;62.0;39.0;75.0;58.0;64.5;11.0;27.0;12.0
2008/2009;9993;94308;58.0;71.0;30.0;55.0;58.0;53.0;66.0;84.0;76.0;71.0;71.0;64.0;45.0;49.0;44.0
2008/2009;8342;37988;71.0;75.0;62.0;85.0;72.0;46.0;54.5;72.0;66.0;56.0;74.0;78.0;75.0;76.0;63.0
2008/2009;8342;38342;64.5;66.5;34.0;67.0;61.5;42.0;65.0;75.0;70.0;60.0;79.0;85.0;61.0;54.0;62.0
2008/2009;8342;37979;70.0;74.5;64.0;66.0;72.0;73.0;73.0;67.0;75.0;74.0;82.0;65.0;55.0;52.0;69.0
2008/2009;9987;39498;69.0;74.0;62.0;60.5;75.0;68.5;62.0;62.0;83.0;55.0;60.0;69.0;60.0;62.0;56.0
2008/2009;9991;12473;64.5;69.0;22.0;65.0;43.5;32.0;72.0;65.0;55.0;67.0;76.0;72.0;44.5;60.5;79.0
2008/2009;9991;38233;64.0;68.0;53.0;61.0;69.0;63.0;60.0;63.0;76.0;59.0;58.0;63.0;60.0;58.0;58.0
2008/2009;9985;39580;73.5;77.0;36.0;79.0;61.5;48.5;70.5;78.0;48.0;73.0;82.0;78.0;70.5;59.5;74.0
2008/2009;9986;167619;;;;;;;;;;;;;;;
2008/2009;9994;15425;53.0;60.0;35.0;33.0;54.0;47.0;58.0;0.0;35.0;0.0;62.0;51.0;58.0;50.0;0.0
2008/2009;9994;38285;53.0;65.0;28.0;62.0;60.0;30.0;62.0;0.0;53.0;0.0;54.0;64.0;40.0;48.0;0.0
2008/2009;8571;33660;58.0;62.0;27.0;43.0;57.0;54.0;68.0;0.0;57.0;0.0;74.0;48.0;57.0;54.0;0.0
2008/2009;8342;38441;66.0;70.5;39.0;66.0;54.5;39.5;67.0;68.0;68.0;67.0;71.5;63.0;59.5;57.0;67.0
2008/2009;10000;131532;53.0;65.0;24.0;51.0;47.0;33.0;66.0;64.0;55.0;65.0;63.0;58.0;44.0;42.0;63.0
2008/2009;10000;37902;65.0;66.5;57.0;54.0;65.0;64.0;68.0;62.0;64.0;64.0;70.0;58.0;63.0;67.0;47.0
2008/2009;9985;156551;59.0;74.0;33.0;57.0;61.0;49.0;69.0;72.0;58.0;70.0;75.0;69.0;38.0;37.0;70.0
2008/2009;9985;26224;65.0;70.0;55.0;56.0;66.0;60.0;75.0;53.0;67.0;67.0;69.0;67.0;65.0;68.0;66.0
2008/2009;9998;148311;60.0;65.0;24.0;35.0;35.0;24.0;28.0;0.0;35.0;0.0;50.0;60.0;27.0;35.0;0.0
2008/2009;9996;39896;57.0;64.0;25.0;64.0;59.0;40.0;49.0;0.0;29.0;0.0;69.0;53.0;57.0;52.0;0.0
2008/2009;9996;166679;51.0;67.0;42.0;34.0;39.0;54.0;63.0;57.0;43.0;65.0;59.0;41.0;39.0;36.0;28.0
2008/2009;9996;148960;59.0;66.0;57.0;59.0;48.0;58.0;66.0;68.0;62.0;72.0;61.0;69.0;54.0;42.0;12.0
2008/2009;8571;78902;60.0;64.0;66.0;45.0;41.0;62.0;76.0;59.0;58.0;72.0;55.0;52.0;58.0;67.0;24.0
2008/2009;9993;131408;56.0;73.0;22.0;22.0;22.0;22.0;52.0;48.0;49.0;67.0;49.0;45.0;14.0;30.0;27.0
2009/2010;9997;37868;65.5;70.0;23.0;23.0;44.0;24.0;57.0;68.0;55.0;69.0;50.0;79.0;18.0;52.0;39.0
2009/2010;9997;149260;58.0;65.0;30.5;33.0;32.0;21.0;56.0;70.0;39.0;55.0;63.0;70.0;56.0;44.0;28.0
2009/2010;9997;33595;65.0;78.0;47.0;62.0;73.0;61.0;52.0;0.0;70.0;0.0;65.0;71.0;80.0;77.0;0.0
2009/2010;9997;38347;63.0;64.0;53.0;61.0;62.0;58.0;67.0;62.0;71.0;63.0;70.0;64.0;68.0;62.0;62.0
2009/2010;9997;3329;62.0;63.0;34.0;57.0;63.0;43.0;62.0;64.0;55.0;61.0;65.0;67.0;63.0;58.0;63.0
2009/2010;9997;149150;60.0;67.0;33.0;45.0;53.0;53.0;78.0;55.0;54.0;75.0;67.0;57.0;52.0;56.0;66.0
2009/2010;9997;38354;63.0;64.0;48.0;61.0;66.0;51.0;63.0;67.0;65.0;62.0;71.0;66.0;67.0;66.0;60.0
2009/2010;9997;37866;63.0;64.0;32.0;62.0;60.0;42.0;68.0;69.0;67.0;66.0;78.0;62.0;65.0;63.0;65.0
2009/2010;9997;36836;65.0;67.5;55.0;60.5;65.5;68.0;62.0;67.0;71.5;65.0;61.0;65.0;62.5;59.5;52.0
2009/2010;9997;5016;;;;;;;;;;;;;;;
2009/2010;9997;45490;63.0;68.0;61.0;62.0;56.0;58.0;76.0;53.0;69.0;65.0;67.0;55.0;57.0;62.0;29.0
2009/2010;8342;37990;72.5;74.0;25.0;25.0;46.0;25.0;65.0;81.0;25.0;71.0;62.0;83.0;53.0;62.0;21.0
2009/2010;8342;37967;64.5;73.0;65.0;55.0;60.0;73.5;73.0;59.0;63.0;63.0;62.0;55.0;58.5;59.0;49.0
2009/2010;8342;11736;69.0;71.5;38.0;71.5;67.0;46.0;59.0;71.0;54.0;65.0;64.5;73.5;75.5;76.5;70.0
2009/2010;8342;37858;69.0;74.0;64.0;74.0;67.0;62.0;72.0;68.0;73.0;63.0;77.0;75.0;71.5;71.0;66.0
2009/2010;8342;42594;70.0;80.0;30.0;74.5;63.5;54.0;69.5;72.0;23.0;70.0;69.0;74.0;61.0;68.0;71.0
2009/2010;8342;37963;63.5;68.0;43.0;63.0;64.0;60.0;66.0;69.0;67.0;62.0;72.0;73.0;61.0;64.0;64.0
2009/2010;8342;37983;67.0;72.0;65.0;70.0;73.0;60.0;70.0;73.0;72.0;64.0;82.0;75.0;70.0;72.0;63.0
2009/2010;8342;37979;69.0;74.0;65.0;64.0;68.0;68.0;72.0;67.0;79.0;74.0;78.0;60.0;64.0;59.0;69.0
2009/2010;8342;38336;71.0;76.0;56.5;44.5;67.0;79.0;77.5;73.0;69.0;67.0;74.5;75.5;58.5;69.0;31.0
2009/2010;8342;38366;69.0;78.0;56.0;66.0;71.0;68.0;72.0;72.0;68.0;69.0;73.0;74.5;66.0;74.5;68.0
2009/2010;8342;52280;70.5;77.0;66.0;52.5;72.0;77.0;76.5;51.0;66.5;68.0;57.0;56.0;58.5;67.0;28.0
2009/2010;8342;38440;68.0;73.0;73.0;68.0;57.0;56.0;75.0;73.0;70.0;75.0;67.0;78.0;58.0;66.0;24.0
2009/2010;9991;104378;71.0;76.0;26.0;21.0;23.0;26.0;67.0;88.0;60.0;71.0;65.0;86.0;63.0;57.0;19.0
2009/2010;9991;37065;68.0;73.0;66.0;57.0;69.0;74.0;68.0;62.0;64.0;64.0;65.0;56.0;64.0;53.0;37.0
2009/2010;9991;38337;69.0;71.0;48.0;74.0;65.0;52.0;65.0;73.0;63.0;64.0;76.0;74.0;70.0;73.0;72.0
2009/2010;9991;38255;66.0;69.0;53.0;65.0;62.0;53.0;75.0;67.0;66.0;69.0;80.0;65.0;63.0;60.0;67.0
2009/2010;9991;12473;69.5;73.0;22.0;72.0;49.5;32.0;72.0;65.0;55.0;67.0;72.5;73.0;57.0;58.0;79.0
2009/2010;9991;41109;65.5;68.0;35.0;62.0;64.5;55.0;62.0;67.0;60.0;58.0;60.0;70.0;73.0;73.0;66.0
2009/2010;9991;33662;69.5;71.0;66.5;67.0;72.0;65.0;62.0;62.0;70.0;57.0;77.0;67.0;74.0;83.0;59.0
2009/2010;9991;37044;68.5;72.0;35.0;67.0;67.5;55.5;66.0;74.0;65.0;67.0;78.0;73.0;73.0;72.0;67.0
2009/2010;9991;26916;66.5;70.0;61.0;71.5;65.0;64.0;70.0;78.0;69.0;73.0;85.0;83.0;65.5;68.0;66.0
2009/2010;9991;12574;70.0;74.0;70.5;72.0;64.0;66.0;73.0;78.0;69.0;72.0;75.0;75.0;75.0;70.0;43.0
2009/2010;9991;46335;69.5;73.0;66.5;68.0;65.0;69.0;75.0;64.0;73.0;75.0;75.0;67.0;71.0;65.0;39.0
2009/2010;10000;37900;67.0;75.0;23.0;34.0;35.0;21.0;65.0;62.0;39.0;75.0;58.0;65.0;11.0;27.0;12.0
2009/2010;10000;131530;66.0;72.0;62.0;43.0;67.0;70.0;67.0;47.0;60.0;60.0;74.0;49.0;67.0;61.0;37.0
2009/2010;10000;37100;63.5;68.0;33.0;58.0;61.5;47.0;68.0;66.0;60.0;69.0;66.0;54.0;61.0;58.5;71.0
2009/2010;10000;37903;64.0;65.0;33.0;56.0;55.0;37.0;71.0;68.0;63.0;67.0;65.0;58.0;65.0;64.0;68.0
2009/2010;10000;37889;63.5;69.0;28.0;53.5;62.0;47.0;72.0;59.0;58.5;67.0;73.0;55.0;58.0;56.0;69.0
2009/2010;10000;94030;64.0;70.0;37.0;67.5;57.0;35.0;64.0;62.0;58.0;58.0;65.0;67.0;62.0;57.0;62.0
2009/2010;10000;37902;66.0;67.0;62.0;55.0;65.0;64.0;67.0;62.0;70.0;64.0;75.0;58.0;65.0;67.0;47.0
2009/2010;10000;37886;67.5;69.0;37.0;73.0;68.0;48.0;62.0;67.0;57.0;65.0;78.0;68.5;71.0;73.0;65.0
2009/2010;10000;37981;69.0;71.0;68.0;72.0;69.0;68.0;61.0;71.0;70.0;60.0;56.0;73.0;68.0;66.0;39.0
2009/2010;10000;131531;72.5;76.0;56.5;41.5;76.0;68.5;72.5;57.0;66.0;65.0;79.5;49.0;67.0;68.0;48.0
2009/2010;10000;75500;63.5;71.0;64.0;61.0;54.0;60.0;74.0;64.0;66.0;70.0;63.0;68.0;56.0;58.0;28.0
2009/2010;10000;130027;64.0;76.0;45.0;68.0;66.0;61.0;68.0;81.0;71.0;66.0;73.0;83.0;56.0;53.0;61.0
2009/2010;8635;38391;71.0;74.0;22.0;58.0;41.0;21.0;68.0;57.0;56.0;76.0;56.0;62.0;33.0;52.0;27.0
2009/2010;8635;38798;71.0;73.0;66.0;44.5;70.5;70.5;72.0;60.0;67.0;66.0;69.0;46.0;71.5;67.5;39.0
2009/2010;8635;33620;72.0;74.0;57.0;79.0;65.0;62.0;73.5;85.0;77.0;72.0;91.0;89.0;67.0;78.0;72.0
2009/2010;8635;38388;71.0;75.0;23.0;71.0;63.5;47.0;73.0;70.0;62.0;68.0;75.0;72.0;74.5;78.0;74.0
2009/2010;8635;13423;69.0;71.0;36.0;81.0;61.0;36.0;66.0;91.0;73.0;64.0;78.0;91.0;56.0;61.0;71.0
2009/2010;8635;38389;73.0;77.0;56.0;83.0;64.0;51.0;61.0;79.0;60.0;61.0;68.0;81.0;66.0;63.0;71.0
2009/2010;8635;38378;71.0;76.0;66.0;43.5;62.5;72.0;87.0;53.0;64.5;70.0;78.0;55.0;50.5;62.5;47.0
2009/2010;8635;38383;77.0;81.0;74.0;48.0;77.5;86.0;75.0;47.0;64.5;65.0;79.0;37.0;75.0;78.5;47.0
2009/2010;8635;38393;74.0;79.0;53.0;50.0;80.0;78.0;61.0;71.0;67.0;58.0;76.0;66.0;79.0;73.0;72.0
2009/2010;8635;38253;70.5;74.0;71.0;76.0;72.5;66.0;73.0;70.0;73.5;72.0;83.0;76.0;65.0;68.5;71.0
2009/2010;8635;37069;72.5;75.0;75.5;78.0;72.5;64.0;73.0;73.0;73.0;67.0;72.0;79.0;75.0;76.5;31.0
2009/2010;8635;46552;71.5;78.0;71.0;56.5;70.0;76.0;76.0;51.0;72.0;67.0;65.0;49.5;62.0;63.0;23.0
2009/2010;10001;38341;67.0;73.0;20.0;20.0;45.5;20.0;54.0;67.0;37.0;65.0;49.0;72.0;11.0;20.0;19.0
2009/2010;10001;179058;60.0;68.0;62.0;58.0;63.0;53.0;66.0;0.0;58.0;0.0;67.0;63.0;64.0;63.0;0.0
2009/2010;10001;38349;65.0;75.0;44.0;71.0;69.0;55.0;47.0;0.0;68.0;0.0;67.0;69.0;83.0;78.0;0.0
2009/2010;10001;37953;64.0;71.0;31.0;56.0;67.0;37.0;67.0;72.0;48.0;52.0;71.0;67.0;56.0;55.0;66.0
2009/2010;10001;38339;62.0;69.0;27.0;65.0;55.0;58.0;65.0;61.0;44.0;58.0;48.0;59.0;62.0;55.0;59.0
2009/2010;10001;67896;63.0;68.0;32.0;63.0;63.0;46.0;67.0;62.0;55.0;65.0;69.0;63.0;66.0;64.0;64.0
2009/2010;10001;38343;64.0;65.0;43.0;57.0;61.0;54.0;67.0;61.0;59.0;69.0;78.0;59.0;68.0;67.0;64.0
2009/2010;10001;30404;68.0;72.0;61.0;55.0;69.0;69.0;67.0;0.0;71.0;0.0;64.0;57.0;73.0;72.0;0.0
2009/2010;10001;38332;61.0;63.0;38.0;37.0;60.0;61.0;68.0;80.0;66.0;68.0;58.0;53.0;53.0;42.0;36.0
2009/2010;10001;17883;65.0;69.0;68.0;63.0;54.0;64.0;68.0;0.0;66.0;0.0;69.0;73.0;58.0;56.0;0.0
2009/2010;10001;47410;63.0;71.0;54.0;58.0;66.0;66.0;67.0;56.0;58.0;63.0;65.0;62.0;63.0;58.0;23.0
2009/2010;9993;13131;65.0;69.0;21.0;21.0;27.0;24.0;62.0;71.0;34.5;83.0;57.0;63.0;16.0;67.0;8.0
2009/2010;9993;34334;66.0;69.0;67.5;67.0;55.0;58.0;75.0;68.0;68.0;76.0;72.0;78.0;64.0;61.0;23.0
2009/2010;9993;36849;64.5;67.0;47.0;53.0;65.0;56.0;68.0;60.0;67.0;62.0;75.0;58.0;64.5;60.5;65.0
2009/2010;9993;36845;66.0;67.0;34.0;66.0;54.0;37.0;64.0;78.0;59.0;64.0;70.0;76.0;55.0;60.0;66.0
2009/2010;9993;38322;64.0;67.0;36.0;54.0;63.0;51.0;71.0;62.0;60.0;67.0;76.0;59.0;58.0;60.0;65.0
2009/2010;9993;38371;69.0;72.0;64.0;58.0;72.0;64.0;69.0;69.0;74.0;61.0;80.0;68.0;75.0;74.0;58.0
2009/2010;9993;30910;70.5;74.0;63.0;53.5;74.5;67.0;53.0;67.0;74.0;53.0;65.0;62.0;72.0;73.0;42.0
2009/2010;9993;38784;65.0;68.0;44.0;65.0;64.0;48.0;64.5;66.0;63.0;65.0;71.0;72.5;67.0;68.5;66.0
2009/2010;9993;36868;65.0;67.0;42.0;60.0;63.0;53.0;67.0;80.0;65.0;66.0;76.0;79.0;66.0;66.0;66.0
2009/2010;9993;38786;69.0;72.0;68.5;65.0;67.0;73.0;71.0;62.0;69.0;65.0;83.0;67.0;63.5;72.0;54.0
2009/2010;9993;33622;69.5;74.0;68.0;65.0;55.0;69.5;76.5;74.0;72.0;72.0;65.5;74.0;66.0;69.0;27.0
2009/2010;8635;106013;63.5;71.0;34.0;62.0;64.5;45.0;71.5;64.0;66.0;77.0;79.5;73.0;49.0;55.0;68.0
2009/2010;8635;12692;66.5;71.5;61.5;65.0;62.5;70.0;67.0;70.0;73.0;63.0;60.0;77.0;51.0;49.5;35.0
2009/2010;9987;37937;64.5;68.0;22.0;22.0;26.0;22.0;48.0;53.0;22.0;61.0;40.0;87.0;64.0;41.0;25.0
2009/2010;9987;32690;65.5;62.0;65.5;50.0;60.0;65.5;74.5;62.0;67.0;72.0;64.5;67.0;66.5;65.5;35.0
2009/2010;9987;38785;66.0;68.0;32.0;68.0;48.0;40.0;63.0;73.0;67.0;65.0;65.0;78.0;66.0;53.0;65.0
2009/2010;9987;38293;70.0;72.0;43.0;75.0;69.0;69.0;69.0;77.0;67.0;69.0;68.0;79.0;82.0;83.0;72.0
2009/2010;9987;94462;63.0;72.0;21.5;71.0;44.5;36.5;64.0;72.0;60.0;67.0;68.0;73.5;55.5;53.5;60.0
2009/2010;9987;148313;63.0;71.0;31.0;59.0;63.0;56.0;70.0;62.0;49.0;73.0;67.0;58.0;55.0;58.0;63.0
2009/2010;9987;32863;70.0;75.0;67.0;47.0;74.0;74.0;70.0;63.0;65.0;64.0;67.0;52.0;71.0;70.0;47.0
2009/2010;9987;38435;68.5;72.0;61.0;51.5;72.0;71.0;64.5;42.0;73.5;62.0;68.0;52.0;64.5;63.5;37.0
2009/2010;9987;43158;67.0;76.0;58.0;56.0;64.0;62.0;75.0;66.0;77.0;64.0;74.0;62.0;62.0;59.0;67.0
2009/2010;9987;148314;63.0;71.0;46.0;57.0;55.0;38.0;69.0;63.0;51.0;69.0;63.0;66.0;62.0;48.0;67.0
2009/2010;9987;42153;70.0;73.0;73.0;53.0;72.0;73.0;71.0;66.0;67.0;70.0;67.0;62.0;72.0;77.0;34.0
2009/2010;10000;37893;65.0;66.0;43.0;62.0;66.0;48.0;60.0;73.0;71.0;58.0;80.0;74.0;71.0;68.0;64.0
2009/2010;10000;38231;66.0;68.0;67.5;58.0;61.0;66.5;83.5;56.0;63.0;80.0;77.0;47.0;59.0;71.0;36.0
2009/2010;10000;104377;65.0;69.5;68.5;60.0;52.5;57.0;76.5;67.0;70.0;74.0;63.0;58.5;59.5;60.5;32.0
2009/2010;8571;37971;65.5;69.0;26.0;8.0;21.0;13.0;60.0;56.0;37.0;70.0;56.0;71.0;21.0;59.0;10.0
2009/2010;8571;38434;54.0;57.0;22.0;24.0;24.0;27.0;35.0;42.0;38.0;46.0;45.0;46.0;17.0;28.0;45.0
2009/2010;8571;37887;64.0;68.0;48.0;63.0;66.0;54.0;67.0;64.0;67.0;67.0;72.0;64.0;63.0;58.0;61.0
2009/2010;8571;6803;63.0;65.0;46.0;65.0;63.0;48.0;63.0;0.0;54.0;0.0;70.0;65.0;71.0;43.0;0.0
2009/2010;8571;38441;64.0;68.0;39.0;66.0;51.0;31.0;66.0;68.0;69.5;67.0;71.0;63.0;51.0;47.0;67.0
2009/2010;8571;131404;63.5;67.0;28.0;63.5;57.5;42.0;60.0;70.0;62.0;62.0;67.0;72.0;62.0;64.0;62.0
2009/2010;8571;38249;66.0;68.0;66.0;42.0;66.0;68.0;72.0;58.0;63.0;67.0;74.0;60.0;63.0;66.0;37.0
